term,estimate,std.error,statistic,p.value,conf.low,conf.high
"data[[covariate]](2,5]",0.807797435069788,0.605812589225987,-0.352326701125661,0.724593265737457,0.246396116765736,2.64832378314523
"data[[covariate]](5,Inf]",,0,,,,
