term,estimate,std.error,statistic,p.value,conf.low,conf.high
"data[[covariate]](39,59]",0.897917655492844,0.646503585109892,-0.166552692102337,0.867722019870279,0.252890003076002,3.18816918912947
"data[[covariate]](59,Inf]",1.86278041110688,0.715140733511117,0.869857060419345,0.384378523953142,0.45859864403054,7.5664219795915
