term,estimate,std.error,statistic,p.value,conf.low,conf.high
"data[[covariate]](39,59]",1.53661001023472,0.677770281215223,0.633811646617362,0.526203751517607,0.407046991078822,5.80073155017209
"data[[covariate]](59,Inf]",5.9313116657091,0.648987875138941,2.7431103850569,0.00608602230126597,1.66238367037706,21.1626585984193
